tgrep_id,Mean,Var,YMin,YMax
147291:12,2.7,2.4555555555555557,1.8,3.7
147337:25,2.9,4.1,1.7975,4.1
147340:7,6,1.1111111111111112,5.3,6.6
147477:43,5.5,2.2777777777777777,4.5,6.3
147582:28,5.2,3.511111111111111,4,6.2
147613:4,4.3,5.344444444444444,2.9,5.6
14769:69,3.7,4.011111111111111,2.5,4.9
147754:50,4.8,3.7333333333333334,3.6,5.9
148130:31,4.6,3.1555555555555554,3.4975,5.6
148183:40,3,6,1.6975000000000002,4.4
148200:15,4.8,4.4,3.5,6
14833:77,5,2.6666666666666665,4.1,5.902499999999998
148355:8,5,3.111111111111111,3.9,6
148372:13,5.3,2.9,4.3,6.3
148456:26,6.3,0.6777777777777777,5.8,6.8
148463:10,4.4,5.377777777777778,3,5.7
148529:15,3.3,2.677777777777778,2.3975,4.2
148538:10,5.3,2.455555555555556,4.3,6.2
148561:14,5.1,4.322222222222221,3.8975,6.3
148889:35,4.9,2.5444444444444443,4,5.8
149148:54,4.4,4.48888888888889,3.1,5.5
149162:20,4.5,3.611111111111111,3.4,5.6
149373:69,4.6,3.822222222222223,3.5,5.7
149427:7,4.4,5.155555555555556,3,5.8
149485:72,3.3,2.9000000000000004,2.3,4.3
149669:184,4,3.5555555555555554,2.9,5.2
14969:24,4.9,1.8777777777777775,4,5.7
14969:33,4.9,2.988888888888889,3.9,5.9
149736:22,4.4,6.2666666666666675,2.8975,5.8
149748:21,4.2,2.6222222222222222,3.3,5.1
149891:51,3.4,7.155555555555555,1.9,5.1
149904:6,3.7,2.6777777777777785,2.6,4.7
15021:56,3.8,4.622222222222224,2.5,5
15068:10,4.8,1.7333333333333338,4,5.5
150826:22,5.1,3.211111111111111,4,6.1
151077:31,5.5,2.7222222222222223,4.4,6.3024999999999975
151108:23,3,3.111111111111111,2,4.002499999999998
151138:37,3.1,3.2111111111111112,2.1,4.2
151303:29,4.6,3.1555555555555554,3.7,5.7
151338:21,5.6,4.933333333333334,4.2,6.7
151536:59,3.1,2.544444444444445,2.2,4
15155:80,3.3,6.011111111111111,2,4.8
152021:55,3.6,2.933333333333333,2.7,4.8
152067:34,2.6,4.2666666666666675,1.5,4
152067:55,2.6,2.933333333333333,1.6,3.6
15216:13,3.2,2.8444444444444446,2.2,4.2
152280:24,4,4,2.8,5.102499999999997
152284:11,5.4,2.488888888888889,4.4,6.3
152359:98,4,3.5555555555555554,3,5.1
15261:29,4.2,2.6222222222222222,3.2,5.002499999999998
15261:95,1.7,2.2333333333333325,1,2.6
15291:54,3.9,4.98888888888889,2.6,5.2
153105:51,2.8,2.6222222222222222,1.8975000000000002,3.8
153227:28,5.7,1.3444444444444443,5,6.4
15332:88,2.9,3.211111111111111,2,4
153721:83,5.5,3.388888888888889,4.4,6.4
153747:33,5.5,2.5,4.5,6.3
153785:23,2.5,2.2777777777777777,1.7,3.3
154094:15,5.5,2.9444444444444446,4.5,6.402499999999998
154338:10,5.4,3.3777777777777778,4.1,6.3
154517:48,5,5.111111111111111,3.5,6.3
154774:35,4.8,2.4000000000000004,3.9,5.7
154986:45,3.4,4.933333333333334,2.1,4.7
155027:11,4.5,4.722222222222222,3.1975000000000002,5.7
155085:10,3.4,3.5999999999999996,2.3,4.5
155092:75,3.2,5.733333333333333,1.8,4.7
155121:37,4.9,3.2111111111111117,3.8,5.9
155148:17,5,2.4444444444444446,3.9,5.7
155201:43,3.5,3.1666666666666665,2.5,4.5
15535:31,4.3,2.677777777777778,3.3,5.2
155408:25,3.3,4.677777777777777,2.1,4.502499999999998
155436:87,2.9,1.211111111111111,2.2,3.5
155471:9,1.5,1.1666666666666667,1,2.3
155521:29,3.5,4.722222222222222,2.3,4.8
155563:20,4.4,6.711111111111111,2.8,5.9
155741:63,5.4,2.933333333333333,4.4,6.4
155746:10,5.2,2.8444444444444446,4.1,6.1
155962:19,4.5,4.722222222222222,3.2,5.8
156060:102,5.3,3.7888888888888896,4,6.3
156086:35,5.3,3.566666666666667,4.1,6.2
156465:52,3.3,3.5666666666666678,2.3,4.5
156639:7,5.3,2.9000000000000004,4.3,6.2
156650:7,5.1,4.322222222222223,3.8,6.2
156671:38,4,3.111111111111111,3,5.1
156697:32,5.6,3.1555555555555554,4.4,6.402499999999998
156896:23,3.9,3.6555555555555563,2.9,5
156938:9,5.7,1.5666666666666667,5,6.4
157049:37,1.5,2.5,1,2.5
15749:21,4.5,4.055555555555555,3.4,5.6
157516:9,6.1,0.5444444444444444,5.7,6.5
157519:107,4,3.111111111111111,3,5.002499999999998
15755:34,4.8,4.844444444444445,3.4975,6.1
157934:65,3.3,2.6777777777777776,2.3,4.2
157961:33,3.4,3.822222222222223,2.3,4.7
158120:17,4.5,1.8333333333333333,3.7,5.3
158188:98,4.4,3.5999999999999996,3.3,5.6
158215:60,3.3,4.677777777777777,2.1,4.6
158261:43,3.8,4.4,2.6,5
158370:21,3,4.666666666666667,1.7975,4.3024999999999975
15843:18,4.5,4.722222222222222,3.3,5.7
158476:38,4.2,4.844444444444445,2.9975,5.4
158511:44,2,1.3333333333333333,1.3,2.7
158550:31,2.7,4.677777777777779,1.5,4
15870:42,4.1,2.9888888888888894,3.1,5.1
158966:17,4.5,3.8333333333333335,3.3,5.5
15903:5,5,4,3.6,6.002499999999998
159110:25,4.4,3.5999999999999996,3.3,5.5
159124:81,3.4,3.5999999999999996,2.3,4.5
159138:19,5.2,2.1777777777777776,4.4,6.1
159146:13,5,4.222222222222222,3.8,6.2
159233:9,5.4,1.822222222222222,4.5975,6.2
159263:34,3.2,3.0666666666666664,2.2,4.2
159281:32,5,3.3333333333333335,3.9,6.1
159358:7,4.7,4.011111111111111,3.5,5.8
159588:39,5.7,2.6777777777777776,4.7,6.6
159592:14,5.2,3.288888888888889,4.2,6.1
160087:28,2.2,2.4000000000000004,1.4,3.1
160087:35,2.7,2.2333333333333334,1.9,3.6
16039:6,5.6,1.822222222222222,4.8,6.4
160477:87,3.6,3.377777777777778,2.5975,4.7
16054:41,4,5.111111111111111,2.7,5.3
160595:7,4.5,2.2777777777777777,3.5,5.4
160988:9,3.5,4.277777777777778,2.3,4.8
160993:10,4.2,4.844444444444445,2.9,5.5
160994:25,3.7,5.122222222222222,2.3975,5
161001:72,4.2,4.622222222222223,3,5.4
161018:14,4.6,4.266666666666667,3.3,5.8
161045:13,5,5.777777777777778,3.5975,6.202499999999998
161106:35,5.6,1.5999999999999999,4.8,6.3
161183:38,4.1,3.433333333333334,3.1,5.2
161185:14,2.9,3.6555555555555554,1.9,4.1
161281:21,4.9,4.1000000000000005,3.6,6
161373:22,5.8,1.7333333333333334,5,6.5
161396:28,4.5,2.5,3.6,5.4
161487:13,3,4.666666666666667,1.8,4.3
161619:23,2.3,2.4555555555555553,1.4,3.3
161653:6,5,3.5555555555555554,3.9,6.1
161668:20,5,1.1111111111111112,4.4,5.6
162002:32,4.1,2.9888888888888894,3.1,5.102499999999997
16209:29,2.2,1.9555555555555553,1.4,3
16212:24,2.6,4.48888888888889,1.5,3.9
16220:4,5.9,3.877777777777778,4.6,6.9
162249:54,4.8,3.9555555555555557,3.6,5.9
162314:57,2.1,5.433333333333334,1,3.6
163122:31,4,5.111111111111111,2.6975000000000002,5.3024999999999975
16318:47,4.2,3.7333333333333334,3,5.3
163188:16,2.6,2.4888888888888894,1.6975000000000002,3.6
16319:19,3.8,4.622222222222223,2.5,5.1
163234:34,5.5,2.0555555555555554,4.6,6.3
163289:195,2.4,2.933333333333334,1.5,3.6
163367:85,1.6,1.5999999999999999,1,2.5
163414:55,3.6,3.6000000000000005,2.6,4.7
16349:60,5.4,3.3777777777777778,4.2,6.4
163528:86,3.8,5.511111111111111,2.5,5.2
163703:15,5.3,4.011111111111111,4.1,6.4
1638:23,3.3,4.677777777777777,2,4.6
164038:17,2.1,2.1,1.3,3
164050:47,3.5,5.166666666666667,2.2975000000000003,4.9
164073:37,2.8,4.3999999999999995,1.7,4.1
164075:14,2.6,2.2666666666666666,1.7,3.5
164091:22,3.8,6.4,2.4,5.3
164095:28,3.4,4.711111111111112,2.2,4.6
164110:55,3.6,4.266666666666667,2.4,4.9
16415:5,4.5,5.166666666666667,3.2,5.8
164185:22,3.2,4.4,2.1,4.5
164259:34,3.8,5.288888888888888,2.5,5.2
164345:22,6,3.3333333333333335,4.8975,6.8
164352:16,4.4,4.711111111111112,3.1,5.6
164368:12,5,2.888888888888889,3.8,5.9
164404:48,5.4,2.711111111111111,4.4,6.3
16456:40,2.8,3.0666666666666664,1.8,3.8
164770:133,4.6,1.3777777777777775,3.9,5.2
164858:59,4.2,3.7333333333333334,3.1,5.202499999999998
164949:21,2.9,2.5444444444444443,2,3.8
165280:27,4.3,5.344444444444445,2.9,5.6
165513:41,5.4,2.0444444444444443,4.5,6.2
165687:30,4.8,3.7333333333333325,3.6975000000000002,5.9
16570:13,5,2.6666666666666665,4,5.9
165750:14,3.5,2.9444444444444446,2.5,4.5
165858:16,5,2,4,5.8
16608:27,3.5,4.722222222222222,2.3,4.7
166085:182,4.7,3.566666666666667,3.6,5.8
166169:26,5.2,3.0666666666666664,3.9,6.1
166177:13,5.5,3.8333333333333335,4.2,6.5
16640:26,5.5,2.5,4.5,6.3
166453:10,2.8,3.7333333333333334,1.8,4.002499999999998
166634:38,1.9,1.2111111111111112,1.3,2.6
166762:101,5.2,1.7333333333333338,4.4,5.9
166774:13,3.9,2.766666666666667,3,5
166799:28,5.6,3.1555555555555554,4.5,6.5
166806:63,2.9,3.433333333333333,1.9,4.1
166817:15,3,3.3333333333333335,2,4.1
166876:51,3.6,3.3777777777777778,2.6,4.602499999999997
166903:55,5.2,1.9555555555555557,4.4,5.9
166971:48,4.3,4.677777777777778,3,5.6
167015:43,3.7,3.1222222222222227,2.6,4.7
167037:72,4.1,4.322222222222222,3,5.3
167299:10,3,4,1.9,4.2
167359:42,4.9,4.544444444444444,3.6975000000000002,6.1
168216:15,4,2.6666666666666665,3,5
168217:7,2.2,3.955555555555555,1.2925000000000004,3.5
168218:13,4.3,3.7888888888888883,3.2,5.4
168236:157,3.8,3.7333333333333334,2.6975000000000002,4.9
168555:17,3.6,4.48888888888889,2.4,4.8
168569:28,5.4,3.1555555555555554,4.3,6.4
168576:39,5.7,2.677777777777778,4.7,6.502499999999998
1686:32,3.9,2.544444444444445,2.9,4.8
168606:48,3.7,3.7888888888888896,2.6,4.9
168607:32,3.3,2.2333333333333334,2.5,4.2
168823:14,3.8,3.0666666666666664,2.8,4.8
168976:57,4.6,3.822222222222222,3.4,5.7
168977:55,5.2,3.511111111111111,4.1,6.2
168982:36,4.9,4.1,3.6975000000000002,6
168991:40,4.9,2.7666666666666666,3.9,5.8
169024:29,2.1,2.1000000000000005,1.3,3
169028:53,3.2,3.066666666666667,2.2,4.2
169366:50,5.3,2.2333333333333334,4.4,6.1
169714:12,3,4.444444444444445,1.8,4.3
169818:78,4,3.0526315789473686,3.3,4.751249999999999
169856:19,4.9,2.322222222222222,3.9,5.7
169857:78,3.2,4.844444444444444,2,4.5
169890:62,5.1,2.5444444444444456,3.9975,5.9
169898:50,3.7,3.788888888888889,2.6,4.8
169902:90,4.9,2.5444444444444447,3.9975,5.7
169939:81,4.7,4.011111111111111,3.5,5.9
170022:25,4.5,5.166666666666667,3.3,5.8
17008:76,4.7,5.344444444444444,3.3,6.1
170188:13,4.7,4.011111111111111,3.5,5.8
170188:22,4.2,7.066666666666667,2.5,5.7
170740:34,3.1,3.211111111111111,2.1,4.2
170859:54,3.4,5.155555555555555,2.1,4.7
170937:25,6,2.2222222222222223,5.1,6.8
171124:6,4.1,3.433333333333333,3,5.2
171199:29,2.8,3.511111111111111,1.8,4
171282:63,4,4.888888888888889,2.7,5.2
171283:17,4,4,2.8,5.1
171283:28,6.1,1.211111111111111,5.5,6.7
171296:110,4.5,3.611111111111111,3.3975,5.5
171344:39,3.2,4.4,2,4.5
171678:13,3.2,3.7333333333333334,2.2,4.4
171692:24,3.1,4.322222222222222,2,4.4
171693:31,3.7,3.566666666666666,2.6,4.9
171919:12,2.8,3.9555555555555557,1.7,4.1
171919:19,1.8,2.1777777777777785,1,2.8
171931:87,4.3,3.7888888888888896,3.1,5.3
171967:54,5.1,1.6555555555555554,4.4,5.9
171972:37,4.3,3.7888888888888883,3.3,5.5
172002:14,4.1,2.3222222222222224,3.2,5
172225:11,4.4,3.1555555555555554,3.3,5.4
172264:114,4.9,2.1,4,5.7
172589:128,3.8,4.177777777777777,2.7,4.9
172629:33,3.6,3.1555555555555554,2.5975,4.6
172656:9,5,4.666666666666667,3.6,6.2
173289:7,5.9,2.322222222222222,4.9,6.6
173724:18,6.2,1.5111111111111108,5.5,6.9
173813:37,3.6,3.3777777777777778,2.5,4.7
174160:14,5.4,2.0444444444444443,4.6,6.2
174196:39,3.7,4.011111111111111,2.5,4.8024999999999975
174455:135,4.1,2.322222222222223,3.2,4.9
174570:7,4.95,3.418421052631579,4.1,5.7
174581:22,4.1,3.6555555555555554,3,5.3
174864:19,3.3,2.9000000000000004,2.3,4.3
174932:42,5.4,2.0444444444444443,4.4,6.2
175399:7,4.7,2.011111111111111,3.8,5.5
17546:43,4.9,4.322222222222222,3.7,6.002499999999998
175669:10,5.5,1.8333333333333333,4.7,6.2
175702:23,5.4,2.2666666666666666,4.5,6.3
175724:80,4.6,3.5999999999999996,3.5,5.7
176211:25,3.6,5.377777777777776,2.3,5
176324:16,3.1,5.877777777777778,1.8,4.6
176346:16,3.2,1.7333333333333334,2.5,4
176346:41,3.5,3.1666666666666665,2.5,4.6
176628:53,4.1,2.544444444444445,3.2,5
176651:43,5.7,0.8999999999999999,5.1,6.2
176780:98,3.8,5.066666666666666,2.5,5.2
176908:22,3.2,6.177777777777779,1.8,4.7
176952:43,3.3,3.788888888888889,2.2,4.5
176960:92,4.3,4.455555555555556,3.1,5.5
177013:13,4.3,3.7888888888888883,3.2975000000000003,5.4
177102:83,3.6,4.48888888888889,2.4,4.8
177105:58,4.2,2.6222222222222222,3.2,5.1
17721:21,3.3,4.455555555555556,2.1,4.6
177328:13,3.2,4.622222222222224,2,4.5
177474:15,4.5,2.5,3.5,5.5
177493:13,3.1,2.7263157894736842,2.4,3.8
18087:40,5.3,4.677777777777778,3.9975,6.402499999999998
18285:38,2.5,2.7222222222222223,1.6,3.5
18335:127,3.7,2.9000000000000004,2.6,4.6
1843:22,4,3.5555555555555554,2.9,5
18479:6,4.8,3.511111111111111,3.7,5.8
18547:110,4.2,5.733333333333335,2.7,5.5
18660:24,5.9,1.4333333333333333,5.2,6.6
19045:21,5.25,3.039473684210526,4.45,5.95
19161:75,4.3,4.233333333333333,3.1,5.4
19223:138,3.9,3.877777777777778,2.8,5.1
19284:42,3.5,3.388888888888889,2.4,4.6
19295:81,2.7,2.4555555555555557,1.8,3.7
19360:7,5.2,3.9555555555555557,4,6.3
1939:10,3,3.111111111111111,2,4.1
19474:11,2.3,3.1222222222222222,1.4,3.4
19697:27,5.9,2.5444444444444456,4.9,6.7
19728:11,4.2,3.9555555555555557,3,5.4
19744:12,3.3,3.566666666666667,2.3,4.4
19745:104,3.1,3.877777777777778,2,4.3024999999999975
1988:12,5.2,3.9555555555555557,3.9,6.3
19933:5,5.4,2.488888888888889,4.4,6.3
19999:14,5.9,3.4333333333333345,4.5,6.7
20045:19,3.2,1.7333333333333334,2.5,4.1
2006:5,6.2,0.6222222222222222,5.7,6.6
20142:232,2.5,3.388888888888889,1.6,3.702499999999998
20170:26,4.2,3.511111111111111,3,5.2
20176:47,4.7,2.9000000000000004,3.6,5.602499999999997
20307:42,3.5,4.055555555555555,2.3,4.8024999999999975
20718:26,4.1,3.6555555555555563,3,5.1
20722:22,4.7,4.8999999999999995,3.4,6
20734:50,3.4,4.933333333333334,2.1975000000000002,4.7
20734:79,5.5,3.388888888888889,4.2975,6.402499999999998
20838:36,4.2,3.066666666666667,3.2,5.2
20839:32,5.4,2.0444444444444443,4.5,6.2
2100:38,3.1,1.2111111111111112,2.5,3.8
21020:14,4.2,4.844444444444445,2.8,5.4
21123:14,5,2.2222222222222223,4.1,5.9
2180:39,5.8,0.6222222222222222,5.3,6.2
2199:135,4.6,4.48888888888889,3.3,5.9
22018:5,5.4,2.711111111111111,4.4,6.3
22419:43,3.2,4.4,2,4.4
22630:77,5.1,4.322222222222223,3.9,6.2
22656:29,3,2.4444444444444446,2.1,4
22657:23,3.9,6.544444444444445,2.4975,5.4
22696:54,3.8,4.3999999999999995,2.7,5
22799:53,3.3,2.011111111111111,2.5,4.1
22932:13,3.7,3.566666666666667,2.6,4.8
22933:25,3.4,3.155555555555556,2.4,4.4
22992:33,5.3,0.6777777777777777,4.9,5.8
23017:54,3.6,3.3777777777777778,2.5,4.7
2335:27,4.4,3.1555555555555554,3.4,5.4
2345:21,4.1,1.4333333333333331,3.3,4.7
2345:39,3.3,5.122222222222222,2.1,4.8
23510:57,4.1,6.544444444444445,2.7,5.6
23630:11,4.4,3.1555555555555554,3.3,5.4
23634:28,4,6,2.5,5.5
23641:34,4,3.7777777777777777,2.995,5.2
23861:102,3.9,3.2111111111111112,2.8975,4.9
23861:130,3.2,5.511111111111111,1.9,4.7
23951:137,3.5,2.9444444444444446,2.6,4.502499999999998
23994:24,4.6,4.488888888888889,3.4975,5.9
24055:33,4,3.7777777777777777,2.9,5.2
24056:22,4.1,4.98888888888889,2.8,5.4
24192:41,2.7,4.233333333333333,1.6,4
24388:44,3.6,3.599999999999999,2.4,4.7
24418:16,2.1,2.544444444444445,1.2,3.1
24421:47,4,4.666666666666667,2.8,5.2
24421:69,4.7,2.677777777777778,3.7,5.6
24443:14,4.5,3.8333333333333335,3.3,5.6
2454:46,3.6,4.933333333333334,2.4,4.902499999999998
24580:124,4.2,4.177777777777778,3,5.3
24771:51,5.2,4.400000000000001,3.9,6.3
24802:122,3.9,2.3222222222222224,3,4.8
24846:25,3.9,4.322222222222223,2.7,5.2
24959:32,3.8,4.4,2.6,5.1
24962:14,3.5,2.0555555555555554,2.7,4.4
25010:18,3,4,1.9,4.3
25273:85,4.3,5.344444444444445,3,5.6
25479:56,3,3.7777777777777777,2,4.2
25608:31,4.7,4.233333333333334,3.6,5.9
2582:17,3.8,5.288888888888889,2.5975,5.1
26057:49,3.4,3.822222222222223,2.3,4.602499999999997
26291:55,4.4,2.488888888888889,3.4,5.3
26735:64,4.7,4.2333333333333325,3.5,5.702499999999998
26819:29,3.9,3.433333333333334,2.8,5
26977:14,4.8,3.9555555555555557,3.7,5.9
27056:5,5.1,4.322222222222222,3.8,6.3
27147:10,5,4.222222222222222,3.7975000000000003,6.2
2722:7,5.8,1.9555555555555553,4.9,6.6
27330:65,3.9,3.4333333333333336,2.9,5
27507:15,2.6,2.0444444444444443,1.8,3.5
2767:14,4.3,4.677777777777778,3.1,5.4
27683:75,3.8,4.400000000000001,2.5,5.1
27773:13,5.1,3.8777777777777778,3.9,6.2
27780:99,4.6,4.044444444444444,3.2,5.7
27798:15,4.5,2.0555555555555554,3.6,5.2
27799:10,2.7,2.2333333333333334,1.9,3.6
27803:45,3.2,4.177777777777777,2.0975,4.5
27808:28,5.1,2.9888888888888894,4.1,6.1
27864:37,4.8,4.4,3.5,6
28274:4,5.3,3.1222222222222227,4.2,6.3
28335:95,4,3.5555555555555554,2.8975,5.1
28597:28,4,4.222222222222222,2.8,5.2
28711:26,5.1,5.211111111111112,3.6,6.3024999999999975
28734:50,2.3,2.9000000000000004,1.4,3.4
29177:102,2.1,2.1,1.3,3
29177:21,4.5,4.277777777777778,3.2,5.6
29180:50,4,4,2.9,5.1
29208:96,3.2,4.622222222222222,1.9,4.402499999999998
29227:52,3,4.666666666666667,1.9,4.2
29326:35,4,4,2.8,5.1
29385:35,3.1,3.877777777777778,2,4.3
29410:26,3.8,4.844444444444445,2.5975,5
29416:66,5.3,2.2333333333333334,4.3975,6.2
29611:17,3.8,5.066666666666666,2.3975,5.002499999999998
29678:24,3.3,4.011111111111111,2.1,4.5
30001:7,4.5,4.055555555555555,3.3,5.6
30391:26,2,4.666666666666667,1,3.2049999999999956
30391:38,4.6,2.2666666666666666,3.7,5.5
30428:73,4.2,3.955555555555555,3.1,5.4
30438:27,2.9,1.4333333333333333,2.2,3.6
30439:48,3.9,3.8777777777777778,2.8,5.1
30493:38,2.6,2.0444444444444443,1.8,3.5
30504:13,3.5,4.277777777777778,2.3,4.7
30596:33,3,4.444444444444445,1.8,4.2
30872:58,2.4,2.488888888888889,1.6,3.4
30987:12,5.2,3.0666666666666664,4.2,6.2
31080:59,4.6,2.0444444444444443,3.8,5.4
31080:8,1.6,1.5999999999999996,1,2.5
31180:170,4.6,5.155555555555556,3.3,5.9
31180:58,4.3,4.677777777777778,3,5.5
31195:47,5.3,2.233333333333334,4.3,6.1
31254:36,6.1,2.544444444444446,5.1,6.8
31271:110,5.1,2.322222222222222,4.2,6.1
31278:24,2.5,2.9444444444444446,1.7,3.6
31279:10,2.9,2.544444444444445,2,3.9
31317:82,3.7,3.122222222222222,2.7,4.7
31480:39,4.3,2.2333333333333334,3.4,5.2
31489:41,4.8,2.4000000000000004,3.9,5.702499999999998
31533:12,2.4,2.2666666666666666,1.6,3.3024999999999975
31917:13,2.5,0.9444444444444444,1.9975,3
31987:28,3.5,2.7222222222222223,2.5,4.402499999999998
32005:38,3.3,2.9000000000000004,2.3975,4.3
32071:143,3.8,3.511111111111111,2.8,5
3209:48,3.6,3.5999999999999996,2.4,4.7
3226:17,3.6,3.377777777777778,2.4,4.5
32577:19,3.8,5.733333333333333,2.4,5.2
32577:41,3.1,4.1000000000000005,2,4.3
32704:46,2.7,1.788888888888889,1.9,3.5
32809:15,3.7,3.566666666666666,2.6975000000000002,4.7
32931:10,2.5,3.388888888888889,1.5,3.7
32942:10,2.1,0.5444444444444444,1.7,2.5
32953:16,3.6,3.6000000000000005,2.5,4.8
32953:43,3.8,6.177777777777778,2.3,5.3
32957:13,4.2,4.622222222222223,2.9,5.5
3297:34,5.7,2.4555555555555557,4.8,6.6
32977:37,3.4,4.711111111111112,2.2,4.7
32983:19,3.3,2.011111111111111,2.5,4.1
33002:13,2.3,2.233333333333333,1.5,3.2
33143:60,5.5,2.2777777777777777,4.6,6.3
33291:14,3.1,3.6555555555555554,2.1,4.3
33345:49,3.1,2.988888888888889,2.1,4.1
33466:11,4.1,3.1473684210526316,3.35,4.85
3372:16,2.9,3.6555555555555554,1.8,4.1
33859:9,4.5,2.7222222222222223,3.4975,5.402499999999998
34149:38,3.1,3.6555555555555563,2,4.3
34501:47,3,1.3333333333333333,2.3,3.7
35085:21,3.4,2.266666666666667,2.5,4.2
35130:35,3.9,5.211111111111112,2.8,5.202499999999998
35565:48,4.6,2.933333333333333,3.6,5.6
35576:25,3.4,4.71111111111111,2.2,4.7
35674:29,3.8,3.7333333333333334,2.7,4.9
35674:45,4.5,2.9444444444444446,3.4,5.5
362:44,4.8,3.511111111111111,3.7,5.8
36312:38,2.9,2.5444444444444443,2,3.9
36420:35,4.2,3.9555555555555557,3,5.4
36600:32,2.9,4.766666666666666,1.8,4.3
36611:16,5.7,2.4555555555555553,4.7975,6.502499999999998
36612:7,3.7,6.233333333333333,2.2,5.1
36613:5,4.4,4.933333333333334,3.1975000000000002,5.7
36621:7,4.6,2.711111111111111,3.6,5.5
36737:8,5.9,2.3222222222222233,4.9,6.7
36918:34,4.3,5.566666666666666,2.9,5.602499999999997
37224:9,5,2.6666666666666665,4.1,5.9
37263:24,4.4,4.2666666666666675,3.2,5.6
37283:73,4.2,5.28888888888889,2.8975,5.5
37349:44,5.3,2.9000000000000004,4.3,6.2
37616:97,4.6,3.822222222222222,3.3975,5.8
37768:13,2.8,2.177777777777778,1.9975,3.6
37846:61,3.9,2.766666666666667,3,4.9
3798:43,3.2,3.066666666666667,2.2,4.3
38055:13,3.8,3.511111111111111,2.6,4.8
38063:54,3.5,4.722222222222222,2.3,4.9
38581:37,5.1,4.544444444444443,3.8,6.4
38592:10,5.8,0.8444444444444444,5.3,6.3
38641:36,5.1,3.6555555555555563,3.9,6.1
38641:72,4.5,2.0555555555555554,3.6,5.3
38651:29,3.8,3.9555555555555557,2.6,4.902499999999998
3878:16,2.9,3.6555555555555554,1.9,4.1
38792:27,3.4,4.933333333333334,2.1975000000000002,4.6
38844:23,4.15,3.1868421052631577,3.4,4.9
38898:13,4.3,3.3444444444444437,3.2,5.4
38919:40,2.3,1.3444444444444443,1.7,3
38927:18,3.2,2.8444444444444446,2.2975000000000003,4.2
38936:13,2.9,5.655555555555556,1.6,4.3
38947:33,4,2.888888888888889,3,5
38978:27,3.5,3.611111111111111,2.4,4.6
38991:16,2.4,4.2666666666666675,1.4,3.7
39025:60,4.5,5.611111111111111,3,5.8
39035:20,3.7,3.3444444444444446,2.7,4.8
39049:23,3.2,3.066666666666667,2.2,4.3
39130:54,4.4,4.933333333333334,3.1,5.602499999999997
39190:38,4.6,4.2666666666666675,3.3,5.702499999999998
39408:26,2.9,3.4333333333333336,1.9,4
39625:37,3.3,3.3444444444444446,2.2,4.4
39653:15,2.9,3.4333333333333336,1.9,4.1
39753:27,4.8,3.0666666666666664,3.8,5.8
39986:52,3.2,3.511111111111111,2.1,4.3
4008:21,4.8,2.8444444444444446,3.8,5.702499999999998
40634:72,1.9,4.1,1,3.4
40694:58,2.7,4.9,1.5,4.1
40705:25,3.2,4.622222222222223,2,4.502499999999998
40951:7,4.9,5.433333333333334,3.5,6.2
41388:61,4.3,4.2333333333333325,3.0975,5.6
41566:22,4.2,4.844444444444445,2.9,5.402499999999998
41573:26,4.6,1.3777777777777775,3.9,5.3
41717:66,5.8,1.511111111111111,5,6.5
42132:18,5.4,3.3777777777777778,4.1,6.3
42149:6,5.3,1.5666666666666667,4.5975,6
42183:38,1.5,0.9444444444444444,1.1,2.1
42470:35,2.9,5.655555555555556,1.6,4.3
42623:15,5.7,2.011111111111111,4.8,6.5
42645:119,5.4,1.3777777777777775,4.8,6.1
42653:25,2.4,5.6000000000000005,1.3,4
43046:79,3.4,3.377777777777778,2.4,4.5
43407:11,4.6,2.488888888888889,3.7,5.6
43559:43,3,2.4444444444444446,2.1,3.9
43642:11,3.8,3.511111111111111,2.6975000000000002,4.9
43673:87,4.5,4.944444444444445,3.1975000000000002,5.702499999999998
43815:11,2.9,1.6555555555555557,2.1,3.6
43837:14,2.8,2.6222222222222227,1.9,3.7
43900:8,6,1.1111111111111112,5.3,6.6
44033:5,5.5,2.2777777777777777,4.4,6.3
44119:16,4.3,5.122222222222223,3,5.6
4457:24,1.9,3.6555555555555554,1,3.2
44694:37,4.6,5.377777777777776,3.2,5.9
4489:44,3.1,1.4333333333333331,2.4,3.8
4490:19,5.4,4.711111111111112,4,6.6
44903:37,2.1,2.544444444444445,1.3,3.1
44939:18,3.1,2.3222222222222224,2.3,4.002499999999998
44952:36,4.9,2.7666666666666675,3.9,5.8
45036:13,3.3,4.455555555555556,2.1,4.6
45067:40,4.4,4.044444444444444,3.3,5.5
45071:17,4.5,6.055555555555555,3.1,5.9
45097:7,5.4,2.933333333333333,4.4,6.4
45110:199,3.5,1.6111111111111112,2.8,4.3
4528:7,5.9,0.7666666666666666,5.3,6.3
4529:7,5.3,2.6777777777777785,4.2,6
456:25,4.6,4.044444444444445,3.4,5.8
45790:32,4.6,3.3777777777777778,3.5,5.7
46132:24,3.8,3.955555555555555,2.7,4.9
46244:16,5.1,3.433333333333334,4,6.002499999999998
46328:7,5.6,0.7111111111111111,5.1,6.1
46373:50,3.5,5.611111111111111,2.1,4.9
46441:47,3.8,2.177777777777778,2.9975,4.7
46446:10,3.4,3.155555555555556,2.4,4.5
46609:15,3,3.7777777777777777,1.9975,4.3
46965:16,4.1,3.2111111111111112,2.9,5.2
