some,position,weight
no,4,0.015910567715764046
no,4,0.09860383719205856
no,4,0.09304413199424744
no,4,0.06813047081232071
no,4,0.009142274968326092
no,4,0.07672693580389023
no,4,0.03981664776802063
no,4,0.03365108743309975
no,4,0.08070172369480133
no,4,0.07292473316192627
no,4,0.030026528984308243
no,4,0.05123491957783699
no,4,0.09891345351934433
no,4,0.030711065977811813
no,4,0.023542257025837898
no,4,0.07251056283712387
no,4,0.014516827650368214
no,4,0.05902303382754326
no,4,0.05115947127342224
no,4,0.01964501291513443
no,4,0.04927781969308853
no,4,0.02064649946987629
no,4,0.05644769221544266
no,4,0.05549081787467003
no,4,0.051190540194511414
no,4,0.05557968467473984
no,4,0.03785553574562073
no,4,0.021674413233995438
no,4,0.07655852288007736
no,4,0.084353968501091
no,4,0.01415309403091669
no,4,0.08776943385601044
no,4,0.08646706491708755
no,4,0.008250556886196136
no,4,0.01638295315206051
no,4,0.0501895509660244
no,4,0.006377489306032658
no,4,0.009724969044327736
no,4,0.013291976414620876
no,4,0.08739517629146576
no,4,0.024865316227078438
no,4,0.018720140680670738
no,4,0.005799487698823214
no,4,0.03290894627571106
no,4,0.012327373959124088
no,4,0.09334776550531387
no,4,0.06960411369800568
no,4,0.05723581463098526
no,4,0.013657443225383759
no,4,0.006671658251434565
no,4,0.10184589773416519
no,4,0.03717707097530365
no,4,0.054152972996234894
no,4,0.020583415403962135
no,4,0.011345591396093369
no,4,0.08264977484941483
no,4,0.013554982841014862
no,4,0.01952456310391426
no,4,0.018948642536997795
no,4,0.037624210119247437
no,4,0.012831822969019413
no,4,0.0633014515042305
no,4,0.002583725145086646
no,4,0.0012441499857231975
no,4,0.06632578372955322
no,4,0.10724201798439026
no,4,0.1687183529138565
no,4,0.0008856071508489549
no,4,0.0008579029818065464
no,4,0.0014287371886894107
no,4,0.002012155717238784
no,4,0.018875660374760628
no,4,0.001555474940687418
no,4,0.004803848452866077
no,4,0.004904548637568951
no,4,0.00131240114569664
no,4,0.09050291031599045
no,4,0.07463894784450531
no,4,0.012415103614330292
no,4,0.07119353860616684
no,4,0.008139563724398613
no,4,0.007271148730069399
no,4,0.0071977912448346615
no,4,0.057325467467308044
no,4,0.10383284091949463
no,4,0.0023050098679959774
no,4,0.0011573309311643243
no,4,0.0013937449548393488
no,4,0.07710456103086472
no,4,0.0050470102578401566
no,4,0.13829919695854187
no,4,0.034394413232803345
no,4,0.07082859426736832
no,4,0.0014810721622779965
no,4,0.12355143576860428
no,4,0.002502158749848604
no,4,0.0011566448956727982
no,4,0.0023539194371551275
no,4,0.09053005278110504
no,4,0.008000037632882595
no,4,0.001943651121109724
no,4,0.0027690602000802755
no,4,0.017750443890690804
no,4,0.016918126493692398
no,4,0.09888502210378647
no,4,0.02868502400815487
no,4,0.019167441874742508
no,4,0.0880378931760788
no,4,0.0032345540821552277
no,4,0.01355636678636074
no,4,0.001312300912104547
no,4,0.005150164011865854
no,4,0.0017035325290635228
no,4,0.071675606071949
no,4,0.04435671120882034
no,4,0.09609337151050568
no,4,0.08101856708526611
no,4,0.123774953186512
no,4,0.001446753041818738
no,4,0.006960493512451649
no,4,0.08393556624650955
no,4,0.08382482081651688
no,4,0.0023730171378701925
no,4,0.06530603021383286
no,4,0.002853602170944214
no,4,0.008100377395749092
no,4,0.008021248504519463
no,4,0.042315468192100525
no,4,0.03962552919983864
no,4,0.0098002003505826
no,4,0.0018805336439982057
no,4,0.003926281817257404
no,4,0.1301763355731964
no,4,0.14000390470027924
no,4,0.08325760066509247
no,4,0.11061941087245941
no,4,0.15005335211753845
no,4,0.09014901518821716
no,4,0.12149348109960556
no,4,0.07756379246711731
no,4,0.002574579557403922
no,4,0.12006527930498123
no,4,0.009890235960483551
no,4,0.08826161921024323
no,4,0.0032437783665955067
no,4,0.12240847945213318
no,4,0.0018202530918642879
no,4,0.0068854414857923985
no,4,0.05739903077483177
no,4,0.08943408727645874
no,4,0.0037976843304932117
no,4,0.0026905229315161705
no,4,0.001962658017873764
no,4,0.0011149455094709992
no,4,0.08588707447052002
no,4,0.008104881271719933
no,4,0.005070655141025782
no,4,0.1222691535949707
no,4,0.09161955118179321
no,4,0.005336347036063671
no,4,0.0019135635811835527
no,4,0.07505330443382263
no,4,0.08261879533529282
no,4,0.002449433784931898
no,4,0.0024919845163822174
no,4,0.0019441130571067333
no,4,0.007732628844678402
no,4,0.039577044546604156
no,4,0.00684566842392087
no,4,0.0022631040774285793
no,4,0.003088689874857664
no,4,0.06384573131799698
no,4,0.0020695910789072514
no,4,0.11829325556755066
no,4,0.033705081790685654
no,4,0.09034518152475357
no,4,0.11338349431753159
no,4,0.002178975148126483
no,4,0.12407483905553818
no,4,0.0023109051398932934
no,4,0.10973407328128815
no,4,0.0015957675641402602
no,4,0.11575545370578766
no,4,0.08634719997644424
no,4,0.0013704991433769464
no,4,0.024660663679242134
no,4,0.015932634472846985
no,4,0.08499953150749207
no,4,0.0928807333111763
no,4,0.000814032566267997
no,4,0.0022331473883241415
no,4,0.10201315581798553
no,4,0.15196241438388824
no,4,0.1192348450422287
no,4,0.020432405173778534
no,4,0.10342077165842056
no,4,0.001732131466269493
no,4,0.0014144099550321698
no,4,0.003685316536575556
no,4,0.001830895198509097
no,4,0.03673085942864418
no,5,0.007872147485613823
no,5,0.03640568256378174
no,5,0.09828954190015793
no,5,0.05159660428762436
no,5,0.01878616027534008
no,5,0.007840722799301147
no,5,0.06289554387331009
no,5,0.10253249108791351
no,5,0.046858444809913635
no,5,0.13293427228927612
no,5,0.018639925867319107
no,5,0.005332264583557844
no,5,0.013851962052285671
no,5,0.08734530955553055
no,5,0.01115177571773529
no,5,0.09524129331111908
no,5,0.10590658336877823
no,5,0.006824351381510496
no,5,0.018589923158288002
no,5,0.08369429409503937
no,5,0.011186971329152584
no,5,0.08906284719705582
no,5,0.04738051816821098
no,5,0.0038174293003976345
no,5,0.07990137487649918
no,5,0.09539684653282166
no,5,0.06308326125144958
no,5,0.06716813892126083
no,5,0.006541583687067032
no,5,0.11409871280193329
no,5,0.004158522468060255
no,5,0.07912280410528183
no,5,0.0974942147731781
no,5,0.09542960673570633
no,5,0.0046812137588858604
no,5,0.009314289316534996
no,5,0.0058920718729496
no,5,0.056243639439344406
no,5,0.06754256039857864
no,5,0.04575444385409355
no,5,0.1195140928030014
no,5,0.15043194591999054
no,5,0.008714049123227596
no,5,0.010033519007265568
no,5,0.06072055175900459
no,5,0.12904150784015656
no,5,0.026351677253842354
no,5,0.01552366092801094
no,5,0.13661354780197144
no,5,0.06157815456390381
no,5,0.07188565284013748
no,5,0.09035622328519821
no,5,0.007874048314988613
no,5,0.08603829890489578
no,5,0.004736150614917278
no,5,0.004386288579553366
no,5,0.12777338922023773
no,5,0.029211558401584625
no,5,0.12805628776550293
no,5,0.12803979218006134
no,5,0.131551593542099
no,5,0.09633789211511612
no,5,0.09956517070531845
no,5,0.12265919148921967
no,5,0.09238194674253464
no,5,0.01620546169579029
no,5,0.03446409851312637
no,5,0.019956465810537338
no,5,0.06245388463139534
no,5,0.058734893798828125
no,5,0.08463889360427856
no,5,0.1312449723482132
no,5,0.04724116995930672
no,5,0.12112148851156235
no,5,0.08677937090396881
no,5,0.06304328888654709
no,5,0.003986372146755457
no,5,0.030190927907824516
no,5,0.09653136134147644
no,5,0.09079990535974503
no,5,0.012391268275678158
no,5,0.04516152665019035
no,5,0.09788882732391357
no,5,0.00486030662432313
no,5,0.014132018201053143
no,5,0.06205092743039131
no,5,0.08028718829154968
no,5,0.09388691931962967
no,5,0.11432141065597534
no,5,0.09033773839473724
no,5,0.07389529049396515
no,5,0.008173339068889618
no,5,0.11464937031269073
no,5,0.0140334852039814
no,5,0.034477949142456055
no,5,0.0851200595498085
no,5,0.09191618114709854
no,5,0.007291574031114578
no,5,0.08182678371667862
no,5,0.0867818221449852
no,5,0.007163182366639376
no,5,0.03754252940416336
no,5,0.02826584503054619
no,5,0.04945187643170357
no,5,0.1024385541677475
no,5,0.11244417726993561
no,5,0.13114593923091888
no,5,0.07414830476045609
no,5,0.006283032242208719
no,5,0.10200247168540955
no,5,0.12096033990383148
no,5,0.02836422808468342
no,5,0.011948613449931145
no,5,0.12193825840950012
no,5,0.12116997689008713
no,5,0.00622918177396059
no,5,0.0026236609555780888
no,5,0.06875330954790115
no,5,0.10369192063808441
no,5,0.011162192560732365
no,5,0.06614997237920761
no,5,0.006480078212916851
no,5,0.024261195212602615
no,5,0.057724177837371826
no,5,0.07481537014245987
no,5,0.08054322749376297
no,5,0.11817512661218643
no,5,0.06007586792111397
no,5,0.11438853293657303
no,5,0.09710473567247391
no,5,0.07731179147958755
no,5,0.08476926386356354
no,5,0.1169576570391655
no,5,0.1463148295879364
no,5,0.08575525134801865
no,5,0.003375434083864093
no,5,0.09184600412845612
no,5,0.08128466457128525
no,5,0.04408532753586769
no,5,0.0061627780087292194
no,5,0.004770471248775721
no,5,0.08681236207485199
no,5,0.016607027500867844
no,5,0.08919233828783035
no,5,0.07285771518945694
no,5,0.002736777765676379
no,5,0.032302774488925934
no,5,0.1187686175107956
no,5,0.04316195845603943
no,5,0.0017869588918983936
no,5,0.017829420045018196
no,5,0.08810283988714218
no,5,0.064486563205719
no,5,0.002836549887433648
no,5,0.002001600805670023
no,5,0.0016610906459391117
no,5,0.001215752912685275
no,5,0.03967839851975441
no,5,0.1038021519780159
no,5,0.0012512148823589087
no,5,0.0032466768752783537
no,5,0.10012943297624588
no,5,0.03352593630552292
no,5,0.1228022500872612
no,5,0.1159897968173027
no,5,0.0029015180189162493
no,5,0.047163091599941254
no,5,0.11016029864549637
no,5,0.1037292554974556
no,5,0.0017694506095722318
no,5,0.0035182591527700424
no,5,0.0032379429321736097
no,5,0.08223190158605576
no,5,0.047205958515405655
no,5,0.08263972401618958
no,5,0.0018959405133500695
no,5,0.0020643342286348343
no,5,0.0010957781923934817
no,5,0.0037816090043634176
no,5,0.08463581651449203
no,5,0.09187189489603043
no,5,0.002860143780708313
no,5,0.10238336771726608
no,5,0.0015262813540175557
no,5,0.0016801158199086785
no,5,0.002422854071483016
no,5,0.0017211480299010873
no,5,0.07315334677696228
no,5,0.14970582723617554
no,5,0.07536165416240692
no,5,0.003173142671585083
no,5,0.0013359745498746634
no,5,0.0012828102335333824
no,5,0.07046835124492645
no,5,0.07484561949968338
no,5,0.02919899858534336
no,5,0.002388102002441883
no,5,0.05453948676586151
no,5,0.009724578820168972
no,5,0.00323391892015934
no,5,0.1329437494277954
no,5,0.002350571798160672
no,5,0.0020551716443151236
no,5,0.004154151771217585
no,5,0.03167353942990303
no,5,0.056004803627729416
no,5,0.09162125736474991
no,5,0.06883127242326736
no,5,0.0012044933391734958
no,5,0.002360111102461815
no,5,0.0661715641617775
no,5,0.07727622240781784
no,5,0.0036655901931226254
no,5,0.02227674052119255
no,5,0.10413309186697006
no,5,0.09991361200809479
no,5,0.0015171340201050043
no,5,0.0024281165096908808
no,5,0.04495758190751076
no,5,0.06189071759581566
no,5,0.0022180962841957808
no,5,0.002254546619951725
no,5,0.002252650447189808
no,5,0.05700378119945526
no,5,0.002405623672530055
no,5,0.0038564924616366625
no,5,0.06748133152723312
no,5,0.008349824696779251
no,5,0.016755305230617523
no,5,0.003635697765275836
no,5,0.0019615807104855776
no,5,0.06702350825071335
no,5,0.17054125666618347
no,5,0.0022930812556296587
no,5,0.03770463168621063
no,5,0.05166976898908615
no,5,0.06130919232964516
no,5,0.01874837651848793
no,5,0.001746791647747159
no,5,0.007359400857239962
no,5,0.03353773057460785
no,5,0.063753642141819
no,5,0.0007678124820813537
no,5,0.12052726000547409
no,5,0.0010900306515395641
no,5,0.003990583587437868
no,5,0.0015231958823278546
no,5,0.002745175501331687
no,5,0.010522394441068172
no,5,0.008835912682116032
no,5,0.09737804532051086
no,5,0.0033245107624679804
no,5,0.12058130651712418
no,5,0.00123313267249614
no,5,0.0014405199326574802
no,5,0.06963957846164703
no,5,0.06954840570688248
no,5,0.0490587018430233
no,5,0.0011671180836856365
no,5,0.053475480526685715
no,5,0.11192307621240616
no,5,0.005497749894857407
no,5,0.10231845080852509
no,5,0.04637909680604935
no,5,0.0029211074579507113
no,5,0.001432546996511519
no,5,0.06504694372415543
no,5,0.003079557791352272
no,5,0.07612955570220947
no,5,0.11273850500583649
no,5,0.10358957946300507
no,5,0.004426372703164816
no,5,0.09523411840200424
no,5,0.0021836217492818832
no,5,0.07081709057092667
no,5,0.0022694277577102184
no,5,0.0037782194558531046
no,5,0.049719031900167465
no,5,0.13165917992591858
no,5,0.002407507970929146
no,5,0.001294319867156446
no,5,0.0023746828082948923
no,5,0.0686618983745575
no,5,0.008167972788214684
no,5,0.001977424370124936
no,5,0.0029974172357469797
no,5,0.001183938467875123
no,5,0.004572366829961538
no,5,0.15151402354240417
no,5,0.05664162337779999
no,5,0.0016602353425696492
no,5,0.13215795159339905
no,5,0.08434358984231949
no,5,0.07335149496793747
no,5,0.05986591428518295
no,5,0.09571923315525055
no,5,0.0022712324280291796
no,5,0.11175114661455154
no,5,0.01810183934867382
no,5,0.10311490297317505
no,5,0.08850551396608353
no,5,0.001244711922481656
no,5,0.0012092248070985079
no,5,0.20919927954673767
no,5,0.049421895295381546
no,5,0.11381416022777557
no,5,0.04738813638687134
no,5,0.10418784618377686
no,5,0.08751886337995529
no,5,0.0016681177075952291
no,5,0.08132750540971756
no,5,0.009488723240792751
no,5,0.014574315398931503
no,5,0.10150322318077087
no,5,0.04626787081360817
no,5,0.0461094044148922
no,5,0.007461069151759148
no,5,0.027349095791578293
no,5,0.026703601703047752
no,5,0.10193303227424622
no,5,0.0026873997412621975
no,5,0.0342184454202652
no,5,0.06331614404916763
no,5,0.10895990580320358
no,5,0.10999835282564163
no,5,0.054438408464193344
no,5,0.07908382266759872
no,5,0.010160012170672417
no,5,0.16789837181568146
no,5,0.010058077052235603
no,5,0.0017262859037145972
no,5,0.004205380566418171
no,5,0.0053693028166890144
no,5,0.007938052527606487
no,5,0.11825884878635406
no,5,0.10465449839830399
no,5,0.016378916800022125
no,5,0.0065183318220078945
no,5,0.0870211273431778
no,5,0.01543507445603609
no,5,0.06431395560503006
no,5,0.045826371759176254
no,5,0.0070907920598983765
no,5,0.004827011842280626
no,5,0.004952740389853716
no,5,0.17333924770355225
no,5,0.05361459031701088
no,5,0.0431860089302063
no,5,0.07322398573160172
no,5,0.022159582003951073
no,5,0.009465574286878109
no,5,0.01673785224556923
no,5,0.07983345538377762
no,5,0.010960439220070839
no,5,0.0031481918413192034
no,5,0.01503693126142025
no,5,0.08625764399766922
no,5,0.08706317842006683
no,5,0.044764935970306396
no,5,0.033411573618650436
no,5,0.11660407483577728
no,5,0.002363526728004217
no,5,0.06697975844144821
no,5,0.015325358137488365
no,5,0.01572304591536522
no,5,0.12299457937479019
no,5,0.03771502152085304
no,5,0.03171633183956146
no,5,0.0171970222145319
no,5,0.08637379854917526
no,5,0.12459581345319748
no,5,0.11591842025518417
no,5,0.008404863998293877
no,5,0.06178160384297371
no,5,0.06222093105316162
no,5,0.07585202902555466
no,5,0.002453921362757683
no,5,0.17137010395526886
no,5,0.08420983701944351
no,5,0.07639268785715103
no,5,0.003155274549499154
no,5,0.0312846377491951
no,5,0.12359640747308731
no,5,0.06433804333209991
no,5,0.009561779908835888
no,5,0.09263399988412857
no,5,0.06191430985927582
no,5,0.04970015585422516
no,5,0.003924759570509195
no,5,0.0024094032123684883
no,5,0.059085413813591
no,5,0.08321205526590347
no,5,0.03330568969249725
no,5,0.07107557356357574
no,5,0.07835996150970459
no,5,0.024182742461562157
no,5,0.02754496969282627
no,5,0.07437364757061005
no,5,0.0048414552584290504
no,5,0.002459639683365822
no,5,0.012385073117911816
no,5,0.10916063189506531
no,5,0.012993238866329193
no,5,0.010657436214387417
no,5,0.09019921720027924
no,5,0.0977267175912857
no,5,0.06995251029729843
no,5,0.10902592539787292
no,5,0.0019078667974099517
no,5,0.007983870804309845
no,5,0.13892322778701782
no,5,0.15515799820423126
no,5,0.06882455199956894
no,5,0.14624984562397003
no,5,0.09903866052627563
no,5,0.09321251511573792
no,5,0.07162412256002426
no,5,0.0017700474709272385
no,5,0.13011209666728973
no,5,0.08317815512418747
no,5,0.09007380902767181
no,5,0.13981474936008453
no,5,0.0020797913894057274
no,5,0.01255246251821518
no,5,0.08072911947965622
no,5,0.10396374762058258
no,5,0.014790152199566364
no,5,0.011297279968857765
no,5,0.004037373699247837
no,5,0.005833255127072334
no,5,0.030864963307976723
no,5,0.10342058539390564
no,5,0.0027632967103272676
no,5,0.0010013411520048976
no,5,0.11235852539539337
no,5,0.09295870363712311
no,5,0.005937144160270691
no,5,0.0031708264723420143
no,5,0.14346276223659515
no,5,0.10436807572841644
no,5,0.016672590747475624
no,5,0.014092827215790749
no,5,0.011017855256795883
no,5,0.008629593066871166
no,5,0.006643598899245262
no,5,0.0019268516916781664
no,5,0.07010416686534882
no,5,0.09660547226667404
no,5,0.0667966902256012
no,5,0.18520934879779816
no,5,0.01408882811665535
no,5,0.1930447369813919
no,5,0.0038288524374365807
no,5,0.009167581796646118
no,5,0.13296322524547577
no,5,0.0889493077993393
no,5,0.0013394966954365373
no,5,0.026397675275802612
no,5,0.1229361817240715
no,5,0.11491338163614273
no,5,0.031136393547058105
no,5,0.06773890554904938
no,5,0.07265561819076538
no,5,0.002690528752282262
no,5,0.05966390296816826
no,5,0.0011187352938577533
no,5,0.10172349214553833
no,5,0.0048577385023236275
no,5,0.008464483544230461
no,5,0.0032085503917187452
no,5,0.0023945949506014585
no,5,0.06596308201551437
no,5,0.1273626685142517
no,5,0.0013638361124321818
no,5,0.005492933094501495
no,5,0.08409009128808975
no,5,0.005992556922137737
no,5,0.0060296268202364445
no,5,0.0036159411538392305
no,5,0.0014135359087958932
no,5,0.07168501615524292
no,5,0.0011656787246465683
no,5,0.10633037239313126
no,5,0.04978013038635254
no,5,0.1516263782978058
no,5,0.0781460776925087
no,5,0.13269542157649994
no,5,0.07538680732250214
no,5,0.09606250375509262
no,5,0.05842410773038864
no,5,0.10877037793397903
no,5,0.10430994629859924
no,5,0.001373062375932932
no,5,0.0014974140794947743
no,5,0.08749155700206757
no,5,0.010001810267567635
no,5,0.04341769218444824
no,5,0.0782419815659523
no,5,0.023270517587661743
no,5,0.003271311055868864
no,5,0.007444737479090691
no,5,0.07646562159061432
no,5,0.006665773224085569
no,5,0.06433508545160294
no,5,0.06555671244859695
no,5,0.001138931605964899
no,5,0.0008779896888881922
no,5,0.15122012794017792
no,5,0.008580095134675503
no,5,0.0022706338204443455
no,5,0.0026744522619992495
no,5,0.13729040324687958
no,5,0.07830013334751129
no,5,0.00777483219280839
no,5,0.007392622996121645
no,5,0.048945195972919464
no,5,0.003240063553676009
no,5,0.0338672436773777
no,5,0.0018069454235956073
no,5,0.0009238637867383659
no,5,0.11531054973602295
no,5,0.0008824823889881372
no,5,0.10426762700080872
no,5,0.1143043264746666
no,5,0.07931341230869293
no,5,0.036238279193639755
no,5,0.012825566343963146
no,5,0.08874385058879852
no,5,0.0015330658061429858
no,5,0.0012238603085279465
no,5,0.017865028232336044
no,5,0.12055657058954239
no,5,0.03535105660557747
no,5,0.0007320020231418312
no,5,0.010148642584681511
no,5,0.07707931846380234
no,5,0.09851883351802826
no,5,0.06070735305547714
no,5,0.07860912382602692
no,5,0.003751317737624049
no,5,0.0040357885882258415
no,5,0.0028299405239522457
no,5,0.12715359032154083
no,5,0.0005762432119809091
no,5,0.002970209112390876
no,5,0.08220954239368439
no,5,0.02305629849433899
no,5,0.017088953405618668
no,5,0.001496142242103815
no,5,0.07241766899824142
no,5,0.0034721996635198593
no,5,0.08809581398963928
no,5,0.10974133759737015
no,5,0.0007655077497474849
no,5,0.05961303785443306
no,5,0.004744257312268019
no,5,0.14728347957134247
no,5,0.160704106092453
no,5,0.11049434542655945
no,5,0.000741528463549912
no,5,0.12556412816047668
no,5,0.08157243579626083
no,5,0.007342545315623283
no,5,0.08100142329931259
no,5,0.13106822967529297
no,5,0.0021415050141513348
no,5,0.0429418608546257
no,5,0.01864725910127163
no,5,0.07602134346961975
no,5,0.06919337809085846
no,5,0.00176806200761348
no,5,0.10814933478832245
no,5,0.007054044399410486
no,5,0.10691477358341217
no,5,0.11080264300107956
no,5,0.13123323023319244
no,5,0.12142448127269745
no,5,0.1097511574625969
no,5,0.005643666721880436
no,5,0.17108005285263062
no,5,0.10492104291915894
no,5,0.1449306756258011
no,5,0.16413159668445587
no,5,0.12167061865329742
no,5,0.11515944451093674
no,5,0.1485590636730194
no,5,0.07045673578977585
no,5,0.05128670483827591
no,5,0.060627423226833344
no,5,0.1333225965499878
no,5,0.12878848612308502
no,5,0.1164487898349762
no,5,0.0009730513556860387
no,5,0.0855531245470047
no,5,0.037552665919065475
no,5,0.13085845112800598
no,5,0.00578780472278595
no,5,0.06864049285650253
no,5,0.043205928057432175
no,5,0.017079537734389305
no,5,0.0925341472029686
no,5,0.03328515216708183
no,5,0.05734525993466377
no,5,0.06788349151611328
no,5,0.0032621759455651045
no,5,0.04196462035179138
no,5,0.1154879704117775
no,5,0.010499469004571438
no,5,0.08544368296861649
no,5,0.0007702061557210982
no,5,0.0008691306575201452
no,5,0.05670345947146416
no,5,0.018219158053398132
no,5,0.10095760226249695
no,5,0.04210478812456131
no,5,0.0012785651488229632
no,5,0.008899063803255558
no,5,0.08165024220943451
no,5,0.07134180516004562
no,5,0.08298276364803314
no,5,0.09059812873601913
no,5,0.017613215371966362
no,5,0.011031490750610828
no,5,0.08022530376911163
no,5,0.06936531513929367
no,5,0.05946386978030205
no,5,0.03753058984875679
no,5,0.07562855631113052
no,5,0.06034750118851662
no,5,0.06393815577030182
no,5,0.025109877809882164
no,5,0.054371193051338196
no,5,0.07271452248096466
no,5,0.017366455867886543
no,5,0.006183584686368704
no,5,0.058821093291044235
no,5,0.023296093568205833
no,5,0.10034991055727005
no,5,0.08497117459774017
no,5,0.07280348986387253
no,5,0.08271626383066177
no,5,0.007096732035279274
no,5,0.06264214217662811
no,5,0.06800741702318192
no,5,0.06549925357103348
no,5,0.06497740000486374
no,5,0.011380448006093502
no,5,0.01523508783429861
no,5,0.07637549936771393
no,5,0.03566921129822731
no,5,0.031464532017707825
no,5,0.07742657512426376
no,5,0.0347631499171257
no,5,0.009157388471066952
no,5,0.048319220542907715
no,5,0.10537835955619812
no,5,0.0921047255396843
no,5,0.014677018858492374
no,5,0.05959351733326912
no,5,0.018244536593556404
no,5,0.010574497282505035
no,5,0.017772139981389046
no,5,0.01822381466627121
no,5,0.06323521584272385
no,5,0.05560137331485748
no,5,0.0341469906270504
no,5,0.012818933464586735
no,5,0.061389464884996414
no,5,0.012690447270870209
no,5,0.0970783531665802
no,5,0.08980590105056763
no,5,0.08964808285236359
no,5,0.09158065915107727
no,5,0.013578038662672043
no,5,0.015994854271411896
no,5,0.06994357705116272
no,5,0.06139856576919556
no,5,0.05485254526138306
no,5,0.06632450968027115
no,5,0.021894756704568863
no,5,0.008652130141854286
no,5,0.07687143236398697
no,5,0.025888290256261826
no,5,0.051122087985277176
no,5,0.06034688279032707
no,5,0.02349114418029785
no,5,0.07667826116085052
no,5,0.016822438687086105
no,5,0.008243116550147533
no,5,0.014333666302263737
no,5,0.07064348459243774
no,5,0.06674990803003311
no,5,0.02514575980603695
no,5,0.04268813133239746
no,5,0.08121718466281891
no,5,0.0807071179151535
no,5,0.032476190477609634
no,5,0.06422115117311478
no,5,0.06944768130779266
no,5,0.08958007395267487
no,5,0.023217104375362396
no,5,0.014666734263300896
no,5,0.03997323662042618
no,5,0.07180517911911011
no,5,0.03164491057395935
no,5,0.0685562789440155
no,5,0.07450631260871887
no,5,0.06605035066604614
no,5,0.09492471069097519
no,5,0.006405884865671396
no,5,0.009812181815505028
no,5,0.011888254433870316
no,5,0.007534934673458338
no,5,0.008177746087312698
no,5,0.10071276873350143
no,5,0.08824125677347183
no,5,0.08705244958400726
no,5,0.07252506166696548
no,5,0.04665163531899452
no,5,0.014958478510379791
no,5,0.09869957715272903
no,5,0.07393961399793625
no,5,0.01674514263868332
no,5,0.07941347360610962
no,5,0.058417193591594696
no,5,0.050664618611335754
no,5,0.033894505351781845
no,5,0.08168608695268631
no,5,0.060206785798072815
no,5,0.025025468319654465
no,5,0.09203853458166122
no,5,0.03363887220621109
no,5,0.042106352746486664
no,5,0.07648229598999023
no,5,0.025103943422436714
no,5,0.06264502555131912
no,5,0.06254017353057861
no,5,0.08192012459039688
no,5,0.025678200647234917
no,5,0.054196152836084366
no,5,0.06076702103018761
no,5,0.055288977921009064
no,5,0.05415216088294983
no,5,0.06222325563430786
no,5,0.049803465604782104
no,5,0.05948888882994652
no,5,0.08780797570943832
no,5,0.08589959144592285
no,5,0.08703182637691498
no,5,0.015362294390797615
no,5,0.0873359739780426
no,5,0.08474482595920563
no,5,0.01115479413419962
no,5,0.03361227735877037
no,5,0.05084802210330963
no,5,0.005635545589029789
no,5,0.02148197405040264
no,5,0.09029174596071243
no,5,0.025444136932492256
no,5,0.04229271039366722
no,5,0.011933923698961735
no,5,0.006891464348882437
no,5,0.055820904672145844
no,5,0.027419479563832283
no,5,0.07007896900177002
no,5,0.05522921681404114
no,5,0.008443901315331459
no,5,0.01206601969897747
no,5,0.0567697174847126
no,5,0.032058119773864746
no,5,0.009401470422744751
no,5,0.012379388324916363
no,5,0.08437847346067429
no,5,0.0122666135430336
no,5,0.011461379937827587
no,5,0.07196364551782608
no,5,0.059251412749290466
no,5,0.01572800986468792
no,5,0.09987592697143555
no,5,0.004252987913787365
no,5,0.0011710954131558537
no,5,0.11094924807548523
no,5,0.1662408709526062
no,5,0.01243979949504137
no,5,0.002881852677091956
no,5,0.0016731179784983397
no,5,0.1379249095916748
no,5,0.04985592141747475
no,5,0.010404846630990505
no,5,0.0271964892745018
no,5,0.04419839754700661
no,5,0.016991589218378067
no,5,0.0076143257319927216
no,5,0.0077539365738630295
no,5,0.10174509137868881
no,5,0.08399086445569992
no,5,0.09462138265371323
no,5,0.02650640159845352
no,5,0.0089521249756217
no,5,0.00232647149823606
no,5,0.004018446430563927
no,5,0.0739801898598671
no,5,0.08238361775875092
no,5,0.007185215596109629
no,5,0.027332495898008347
no,5,0.001834531081840396
no,5,0.027819257229566574
no,5,0.140761137008667
no,5,0.027005596086382866
no,5,0.15628060698509216
no,5,0.08743534982204437
no,5,0.0018929422367364168
no,5,0.1437140554189682
no,5,0.002129922155290842
no,5,0.002165417419746518
no,5,0.0013914095470681787
no,5,0.08953127264976501
no,5,0.11564043164253235
no,5,0.001238964032381773
no,5,0.011136548593640327
no,5,0.12100149691104889
no,5,0.022430526092648506
no,5,0.14296679198741913
no,5,0.09891779720783234
no,5,0.04784196987748146
no,5,0.02400125190615654
no,5,0.10940651595592499
no,5,0.006188361905515194
no,5,0.09122548252344131
no,5,0.001399295637384057
no,5,0.012139796279370785
no,5,0.001768837682902813
no,5,0.11520636826753616
no,5,0.04281734675168991
no,5,0.09563060104846954
no,5,0.10603532195091248
no,5,0.08742810040712357
no,5,0.0030676410533487797
no,5,0.013056443072855473
no,5,0.003963836468756199
no,5,0.06478015333414078
no,5,0.019379550591111183
no,5,0.10101859271526337
no,5,0.01879969798028469
no,5,0.07803036272525787
no,5,0.06949874013662338
no,5,0.06598975509405136
no,5,0.004004036076366901
no,5,0.12509937584400177
no,5,0.00662960484623909
no,5,0.00248318025842309
no,5,0.13935497403144836
no,5,0.13737738132476807
no,5,0.08345010876655579
no,5,0.09296483546495438
no,5,0.09878461062908173
no,5,0.008648370392620564
no,5,0.05352466180920601
no,5,0.10663030296564102
no,5,0.012102285400032997
no,5,0.09469326585531235
no,5,0.01254703477025032
no,5,0.0018727706046774983
no,5,0.01514372043311596
no,5,0.0618063285946846
