some,position,weight
yes,9,0.060287222266197205
yes,9,0.10058334469795227
yes,9,0.07844556868076324
yes,9,0.08513886481523514
yes,9,0.09926152229309082
yes,9,0.10574325174093246
yes,9,0.058471642434597015
yes,9,0.12607650458812714
yes,9,0.0968247503042221
yes,9,0.12721659243106842
yes,9,0.050232551991939545
yes,9,0.20258253812789917
yes,9,0.07512634247541428
yes,9,0.10529030859470367
yes,9,0.16279128193855286
yes,9,0.14434325695037842
yes,9,0.08317501097917557
yes,9,0.1144494041800499
yes,9,0.06339025497436523
yes,9,0.08822395652532578
yes,9,0.18202731013298035
yes,9,0.09412216395139694
yes,9,0.12536802887916565
yes,9,0.09849491715431213
yes,4,0.06278588622808456
yes,4,0.10998743772506714
yes,4,0.09479265660047531
yes,4,0.11836954206228256
yes,4,0.12826699018478394
yes,4,0.12846927344799042
yes,4,0.20532295107841492
yes,4,0.0790707916021347
yes,4,0.10693944245576859
yes,4,0.09825402498245239
yes,4,0.13520114123821259
yes,4,0.10194521397352219
yes,4,0.12127356231212616
yes,4,0.12205200642347336
yes,4,0.12133190035820007
yes,4,0.09695474058389664
yes,4,0.0812031552195549
yes,4,0.10399746149778366
yes,4,0.11671866476535797
yes,4,0.11028299480676651
yes,4,0.07316606491804123
yes,4,0.15605074167251587
yes,4,0.07050111889839172
yes,4,0.056019384413957596
yes,4,0.06617572903633118
yes,4,0.10438106954097748
yes,4,0.1705949306488037
yes,4,0.06378990411758423
yes,4,0.12065517157316208
yes,4,0.12045051157474518
yes,4,0.12101363390684128
yes,4,0.1032031998038292
yes,4,0.1141468957066536
yes,4,0.04499080777168274
yes,4,0.10443338751792908
yes,4,0.08435645699501038
yes,4,0.09964060038328171
yes,4,0.10581074655056
yes,4,0.19575341045856476
yes,4,0.08754494786262512
yes,4,0.287673681974411
yes,4,0.054424483329057693
yes,4,0.1697544902563095
yes,4,0.1583496332168579
yes,4,0.18243059515953064
yes,4,0.12454395741224289
yes,4,0.18385423719882965
yes,4,0.07483925670385361
yes,4,0.09217333793640137
yes,4,0.15896132588386536
yes,4,0.09905866533517838
yes,4,0.1422201544046402
yes,4,0.17697925865650177
yes,4,0.22671930491924286
yes,4,0.08411144465208054
yes,4,0.13281261920928955
yes,4,0.15054425597190857
yes,4,0.11424485594034195
yes,4,0.16232644021511078
yes,4,0.1444237232208252
yes,4,0.19332578778266907
yes,4,0.13471867144107819
yes,4,0.17284856736660004
yes,4,0.11653973162174225
yes,4,0.18568973243236542
yes,4,0.09116426855325699
yes,4,0.060227327048778534
yes,4,0.1005658507347107
yes,4,0.08524428308010101
yes,4,0.07293210923671722
yes,4,0.08991799503564835
yes,4,0.08891331404447556
yes,4,0.07066790014505386
yes,4,0.12699352204799652
yes,4,0.09825488179922104
yes,4,0.08196312934160233
yes,4,0.08179962635040283
yes,4,0.0540492869913578
yes,4,0.09232082217931747
yes,4,0.13801349699497223
yes,4,0.049902528524398804
yes,4,0.09473885595798492
yes,4,0.1556916981935501
yes,4,0.11991629749536514
yes,4,0.10641767084598541
yes,4,0.10116329789161682
yes,4,0.12482631206512451
yes,4,0.10714886337518692
yes,4,0.14072546362876892
yes,4,0.12247683852910995
yes,4,0.1137920543551445
yes,4,0.10644818097352982
yes,4,0.10824469476938248
yes,4,0.0814046859741211
yes,4,0.19642001390457153
yes,4,0.0661708265542984
yes,4,0.16058935225009918
yes,4,0.22987979650497437
yes,4,0.10724538564682007
yes,4,0.11542689800262451
yes,4,0.1886233389377594
yes,15,0.06308747828006744
yes,15,0.11852982640266418
yes,15,0.18291088938713074
yes,15,0.08855070173740387
yes,15,0.06652145087718964
yes,15,0.06545852869749069
yes,15,0.17251305282115936
yes,15,0.10958447307348251
yes,15,0.07703299820423126
yes,15,0.09654439985752106
yes,15,0.09667021036148071
yes,15,0.2336401343345642
yes,15,0.09420135617256165
yes,15,0.11062125116586685
yes,15,0.06093061342835426
yes,15,0.09024906158447266
yes,15,0.08903244137763977
yes,15,0.06908909976482391
yes,15,0.08401936292648315
yes,15,0.09625554829835892
yes,15,0.09427923709154129
yes,15,0.1396828293800354
yes,15,0.11572281271219254
yes,15,0.09731193631887436
yes,15,0.1893749088048935
yes,15,0.10085701942443848
yes,15,0.11392641812562943
yes,15,0.12398702651262283
yes,15,0.0670883059501648
yes,15,0.06970677524805069
yes,15,0.08875886350870132
yes,15,0.09250713139772415
yes,15,0.10869240015745163
yes,15,0.05810753256082535
yes,15,0.04997320473194122
yes,15,0.1216634213924408
yes,15,0.35422801971435547
yes,15,0.09013034403324127
yes,15,0.144206702709198
yes,15,0.11638190597295761
yes,8,0.08931118994951248
yes,8,0.14515797793865204
yes,8,0.0616474412381649
yes,8,0.11766395717859268
yes,8,0.10322315245866776
yes,8,0.0901508778333664
yes,8,0.06660006195306778
yes,8,0.11046057939529419
yes,8,0.07663653790950775
yes,8,0.13676157593727112
yes,8,0.06515979021787643
yes,8,0.15177597105503082
yes,8,0.15478463470935822
yes,8,0.09092742204666138
yes,8,0.09325626492500305
yes,8,0.11503376066684723
yes,8,0.06915726512670517
yes,8,0.17438168823719025
yes,8,0.14998969435691833
yes,8,0.13308680057525635
yes,8,0.13976609706878662
yes,8,0.0818454846739769
yes,8,0.0538201704621315
yes,8,0.0537269189953804
yes,8,0.09497184306383133
yes,8,0.1200563833117485
yes,8,0.13724397122859955
yes,8,0.10255564004182816
yes,8,0.095735564827919
yes,8,0.11691929399967194
yes,8,0.1258833408355713
yes,8,0.15741126239299774
yes,8,0.07485747337341309
yes,8,0.234030082821846
yes,8,0.26818516850471497
yes,8,0.10427183657884598
yes,8,0.3149316906929016
yes,8,0.14403147995471954
yes,8,0.09027185291051865
yes,8,0.12011919915676117
yes,8,0.2790203094482422
yes,8,0.18784882128238678
yes,8,0.14087067544460297
yes,8,0.09961701184511185
yes,8,0.0994623452425003
yes,8,0.09063953161239624
yes,8,0.10882042348384857
yes,8,0.10392231494188309
yes,8,0.1053856685757637
yes,8,0.12063028663396835
yes,8,0.10741042345762253
yes,8,0.16105054318904877
yes,8,0.14590437710285187
yes,8,0.10211523622274399
yes,8,0.10871896892786026
yes,8,0.1933908760547638
yes,8,0.07844319194555283
yes,8,0.10269010812044144
yes,8,0.10235289484262466
yes,8,0.11782199144363403
yes,8,0.06409522145986557
yes,8,0.09471701085567474
yes,8,0.06539158523082733
yes,8,0.07479476928710938
yes,8,0.11227833479642868
yes,8,0.07162600755691528
yes,8,0.10042572021484375
yes,8,0.09962427616119385
yes,8,0.05286700278520584
yes,8,0.09381644427776337
yes,8,0.057568732649087906
yes,8,0.11427054554224014
yes,8,0.10748163610696793
yes,8,0.1209966391324997
yes,8,0.19172973930835724
yes,8,0.07716182619333267
yes,8,0.11566541343927383
yes,8,0.12084360420703888
yes,8,0.15235483646392822
yes,8,0.27526190876960754
yes,8,0.16700227558612823
yes,8,0.10323195159435272
yes,8,0.10599780082702637
yes,8,0.11272823810577393
yes,8,0.1769573837518692
yes,8,0.09354044497013092
yes,8,0.2076951563358307
yes,3,0.16788119077682495
yes,3,0.08362582325935364
yes,3,0.08872609585523605
yes,3,0.09736133366823196
yes,3,0.0950976088643074
yes,3,0.12756329774856567
yes,3,0.13073377311229706
yes,3,0.10356920212507248
yes,3,0.09353792667388916
yes,3,0.11433643102645874
yes,3,0.0836101770401001
yes,3,0.10252424329519272
yes,3,0.15476715564727783
yes,3,0.11319799721240997
yes,3,0.08681046962738037
yes,3,0.08272626250982285
yes,3,0.1106831282377243
yes,3,0.07475441694259644
yes,3,0.07837479561567307
yes,3,0.09765055030584335
yes,3,0.10369811207056046
yes,3,0.07086420059204102
yes,3,0.0855967253446579
yes,3,0.11446120589971542
yes,3,0.23961763083934784
yes,3,0.1489405333995819
yes,3,0.14665552973747253
yes,3,0.08248507976531982
yes,3,0.10299412161111832
yes,3,0.06780699640512466
yes,3,0.2207515388727188
yes,3,0.06604239344596863
yes,3,0.10677459090948105
yes,3,0.15247789025306702
yes,3,0.22163300216197968
yes,3,0.23550568521022797
yes,3,0.16024895012378693
yes,3,0.10450976341962814
yes,3,0.07950320839881897
yes,3,0.08325591683387756
yes,3,0.10811125487089157
yes,3,0.10697423666715622
yes,3,0.11082061380147934
yes,3,0.13125482201576233
yes,3,0.10509597510099411
yes,3,0.13113629817962646
yes,3,0.06369556486606598
yes,3,0.09130100160837173
yes,3,0.10182992368936539
yes,3,0.07709596306085587
yes,3,0.06508982181549072
yes,3,0.06606302410364151
yes,3,0.09829051047563553
yes,3,0.07004361599683762
yes,3,0.1689532846212387
yes,3,0.0901784598827362
yes,3,0.09887775778770447
yes,3,0.08371680229902267
yes,3,0.08946168422698975
yes,3,0.08597566187381744
yes,3,0.12234923243522644
yes,3,0.11571762710809708
yes,3,0.08496394008398056
yes,3,0.1032818928360939
yes,5,0.12015458941459656
yes,5,0.1325470507144928
yes,5,0.08254455029964447
yes,5,0.0906117632985115
yes,5,0.08287382870912552
yes,5,0.11396487802267075
yes,5,0.11322864145040512
yes,5,0.0877402275800705
yes,5,0.08020462095737457
yes,5,0.14984969794750214
yes,5,0.13000693917274475
yes,5,0.15319594740867615
yes,5,0.09683652967214584
yes,5,0.12291020900011063
yes,5,0.12827184796333313
yes,5,0.06516846269369125
yes,5,0.11521031707525253
yes,5,0.1028689444065094
yes,5,0.12006843090057373
yes,5,0.1061994656920433
yes,5,0.13308188319206238
yes,5,0.1273486316204071
yes,5,0.11038478463888168
yes,5,0.09427398443222046
yes,5,0.15563276410102844
yes,5,0.07280908524990082
yes,5,0.13021039962768555
yes,5,0.10558770596981049
yes,5,0.10723146051168442
yes,5,0.08893734216690063
yes,5,0.16403056681156158
yes,5,0.07523563504219055
yes,5,0.08005499839782715
yes,5,0.14952483773231506
yes,5,0.15166567265987396
yes,5,0.14246998727321625
yes,5,0.1540406495332718
yes,5,0.1276896446943283
yes,5,0.21794132888317108
yes,5,0.10286066681146622
yes,5,0.17497879266738892
yes,5,0.12908534705638885
yes,5,0.10205268859863281
yes,5,0.09290355443954468
yes,5,0.146478533744812
yes,5,0.20216424763202667
yes,5,0.1335258036851883
yes,5,0.15066148340702057
yes,5,0.11988890916109085
yes,5,0.09601786732673645
yes,5,0.13820914924144745
yes,5,0.0848693996667862
yes,5,0.14153406023979187
yes,5,0.18244214355945587
yes,5,0.10286819189786911
yes,5,0.18891701102256775
yes,5,0.12666857242584229
yes,5,0.17686104774475098
yes,5,0.13503527641296387
yes,5,0.13665485382080078
yes,5,0.10327310115098953
yes,5,0.13792961835861206
yes,5,0.18537743389606476
yes,5,0.11520237475633621
yes,5,0.16369011998176575
yes,5,0.09720373153686523
yes,5,0.09745834022760391
yes,5,0.16130192577838898
yes,5,0.09284963458776474
yes,5,0.07493635267019272
yes,5,0.08252360671758652
yes,5,0.09514045715332031
yes,5,0.07745382189750671
yes,5,0.09810731559991837
yes,5,0.0913570448756218
yes,5,0.0872931107878685
yes,5,0.0917123407125473
yes,5,0.09539896994829178
yes,5,0.09245210140943527
yes,5,0.09554768353700638
yes,5,0.09265000373125076
yes,5,0.053245723247528076
yes,5,0.09511397033929825
yes,5,0.07592111825942993
yes,5,0.10674234479665756
yes,5,0.09308559447526932
yes,5,0.09554840624332428
yes,5,0.11250609159469604
yes,5,0.24062718451023102
yes,5,0.10538215190172195
yes,5,0.08578281849622726
yes,5,0.12411648035049438
yes,5,0.09971009194850922
yes,5,0.1022370234131813
yes,5,0.1893947571516037
yes,5,0.1685226708650589
yes,5,0.12740518152713776
yes,5,0.14345823228359222
yes,5,0.1130666583776474
yes,5,0.09714770317077637
yes,5,0.11379638314247131
yes,5,0.1272158920764923
yes,5,0.193884015083313
yes,13,0.12830249965190887
yes,13,0.08454079180955887
yes,13,0.1028527319431305
yes,13,0.07065602391958237
yes,13,0.09586215764284134
yes,13,0.09565199911594391
yes,13,0.09435246884822845
yes,13,0.05004177615046501
yes,13,0.08794945478439331
yes,13,0.09259820729494095
yes,13,0.07491263747215271
yes,13,0.17103071510791779
yes,13,0.1541314572095871
yes,13,0.08502478897571564
yes,13,0.12578195333480835
yes,13,0.09299392998218536
yes,13,0.11282442510128021
yes,13,0.1219886913895607
yes,13,0.10462675243616104
yes,13,0.07536784559488297
yes,13,0.1813630312681198
yes,13,0.11557766795158386
yes,13,0.08603193610906601
yes,13,0.34741565585136414
yes,13,0.16551591455936432
yes,13,0.08225148916244507
yes,13,0.1089605987071991
yes,13,0.22190791368484497
yes,13,0.04813213646411896
yes,13,0.012948925606906414
yes,13,0.012802056036889553
yes,13,0.1432831883430481
yes,13,0.07254116237163544
yes,13,0.08125823736190796
yes,13,0.08203894644975662
yes,13,0.07668174058198929
yes,13,0.1613485962152481
yes,13,0.09143320471048355
yes,13,0.06705814599990845
yes,13,0.05995310842990875
yes,13,0.07731572538614273
yes,13,0.07745636254549026
yes,13,0.07575034350156784
yes,13,0.07414279878139496
yes,13,0.08709125965833664
yes,13,0.10528362542390823
yes,13,0.3175993859767914
yes,13,0.1305532604455948
yes,13,0.08564641326665878
yes,13,0.0995270386338234
yes,13,0.30483943223953247
yes,13,0.09005266427993774
yes,23,0.16669903695583344
yes,23,0.13905496895313263
yes,23,0.07759598642587662
yes,23,0.10847284644842148
yes,23,0.09323100000619888
yes,23,0.11856861412525177
yes,12,0.22017061710357666
yes,12,0.13495075702667236
yes,12,0.10552221536636353
yes,12,0.10623087733983994
yes,12,0.09426765143871307
yes,12,0.13125154376029968
yes,12,0.12715034186840057
yes,12,0.051142074167728424
yes,12,0.1476062834262848
yes,12,0.13766485452651978
yes,12,0.0918285995721817
yes,12,0.10127159208059311
yes,12,0.12943878769874573
yes,12,0.06959040462970734
yes,12,0.14207744598388672
yes,12,0.07565674930810928
yes,12,0.22158673405647278
yes,12,0.04891601949930191
yes,12,0.2336570769548416
yes,12,0.07252606004476547
yes,12,0.11240874975919724
yes,12,0.08494729548692703
yes,12,0.09101307392120361
yes,12,0.11851178854703903
yes,12,0.07883266359567642
yes,12,0.08193597942590714
yes,12,0.11197464168071747
yes,12,0.10469011217355728
yes,12,0.11813749372959137
yes,12,0.09922544658184052
yes,12,0.09906909614801407
yes,12,0.10557778924703598
yes,12,0.284016877412796
yes,12,0.08377023041248322
yes,12,0.08123070001602173
yes,12,0.079892598092556
yes,12,0.13005928695201874
yes,12,0.08399207890033722
yes,12,0.09167496860027313
yes,12,0.08286362141370773
yes,12,0.09381251037120819
yes,12,0.14170797169208527
yes,12,0.08009810000658035
yes,12,0.08507408946752548
yes,12,0.23269028961658478
yes,12,0.11112944781780243
yes,12,0.13038788735866547
yes,12,0.15785418450832367
yes,12,0.07447802275419235
yes,12,0.1582910418510437
yes,7,0.10714695602655411
yes,7,0.1311260610818863
yes,7,0.10012898594141006
yes,7,0.08067922294139862
yes,7,0.10965138673782349
yes,7,0.13588829338550568
yes,7,0.08165265619754791
yes,7,0.06479635834693909
yes,7,0.12625652551651
yes,7,0.09502537548542023
yes,7,0.13906238973140717
yes,7,0.08567304164171219
yes,7,0.14468760788440704
yes,7,0.10858412086963654
yes,7,0.0731884092092514
yes,7,0.05112370476126671
yes,7,0.19893352687358856
yes,7,0.16237959265708923
yes,7,0.10858923941850662
yes,7,0.08897588402032852
yes,7,0.09878017008304596
yes,7,0.06616780906915665
yes,7,0.12358435988426208
yes,7,0.09504451602697372
yes,7,0.12920039892196655
yes,7,0.2189902663230896
yes,7,0.16272872686386108
yes,7,0.2288246899843216
yes,7,0.08906517922878265
yes,7,0.0696583166718483
yes,7,0.054038409143686295
yes,7,0.20616944134235382
yes,7,0.08997045457363129
yes,7,0.13922670483589172
yes,7,0.04890633001923561
yes,7,0.10182776302099228
yes,7,0.12658463418483734
yes,7,0.11880358308553696
yes,7,0.2558324933052063
yes,7,0.1349671483039856
yes,7,0.16922888159751892
yes,7,0.22687532007694244
yes,7,0.08412505686283112
yes,7,0.07961965352296829
yes,7,0.1021563708782196
yes,7,0.10927265882492065
yes,7,0.09634384512901306
yes,7,0.1182367205619812
yes,7,0.10435445606708527
yes,7,0.2191953808069229
yes,7,0.12178272008895874
yes,7,0.09534116834402084
yes,7,0.11023719608783722
yes,7,0.13696488738059998
yes,7,0.09079165011644363
yes,7,0.10456431657075882
yes,7,0.22336412966251373
yes,7,0.07229260355234146
yes,7,0.16915461421012878
yes,7,0.09954295307397842
yes,7,0.09991298615932465
yes,7,0.10608828812837601
yes,7,0.16163478791713715
yes,7,0.082185298204422
yes,7,0.09762781113386154
yes,7,0.1434376984834671
yes,7,0.10807646065950394
yes,7,0.1318272054195404
yes,7,0.18012391030788422
yes,7,0.18404251337051392
yes,7,0.12208808958530426
yes,7,0.11860879510641098
yes,7,0.058163292706012726
yes,7,0.15824288129806519
yes,7,0.19892744719982147
yes,7,0.12023202329874039
yes,7,0.12852032482624054
yes,7,0.070884570479393
yes,7,0.08273874223232269
yes,7,0.055852074176073074
yes,7,0.06491851806640625
yes,7,0.0822308287024498
yes,7,0.069388248026371
yes,7,0.09642446786165237
yes,7,0.08675812184810638
yes,7,0.1120453029870987
yes,7,0.07132819294929504
yes,7,0.08281098306179047
yes,7,0.0808197483420372
yes,7,0.1000179722905159
yes,7,0.10229171812534332
yes,7,0.06521151214838028
yes,7,0.10246232151985168
yes,7,0.060701996088027954
yes,7,0.11806231737136841
yes,7,0.09774453192949295
yes,7,0.14224541187286377
yes,7,0.07553505897521973
yes,7,0.11692845076322556
yes,7,0.12531256675720215
yes,7,0.10643056035041809
yes,7,0.13304467499256134
yes,7,0.15112440288066864
yes,7,0.07402410358190536
yes,7,0.12785805761814117
yes,7,0.11891840398311615
yes,7,0.10145736485719681
yes,17,0.08624161034822464
yes,17,0.0960858017206192
yes,17,0.05723385140299797
yes,17,0.057583339512348175
yes,17,0.16802433133125305
yes,17,0.18304145336151123
yes,17,0.11190459132194519
yes,17,0.0855376198887825
yes,17,0.09428492933511734
yes,17,0.08933083713054657
yes,17,0.15472014248371124
yes,17,0.04955429211258888
yes,17,0.04946666210889816
yes,17,0.07548252493143082
yes,17,0.08014591038227081
yes,17,0.1582423895597458
yes,17,0.09871535748243332
yes,17,0.13220390677452087
yes,17,0.13114246726036072
yes,17,0.33918818831443787
yes,17,0.10924826562404633
yes,17,0.30792027711868286
yes,17,0.18013325333595276
yes,17,0.058884695172309875
yes,17,0.07793338596820831
yes,17,0.06452807039022446
yes,17,0.08531481772661209
yes,17,0.05427786335349083
yes,17,0.12309525907039642
yes,17,0.10490050166845322
yes,21,0.06611380726099014
yes,21,0.059821560978889465
yes,21,0.05937326326966286
yes,21,0.11093810200691223
yes,21,0.14375124871730804
yes,21,0.059652864933013916
yes,21,0.10587778687477112
yes,21,0.05062698945403099
yes,21,0.05052022263407707
yes,21,0.11352482438087463
yes,21,0.06793230026960373
yes,21,0.041497308760881424
yes,21,0.041463401168584824
yes,21,0.08138341456651688
yes,21,0.08217111974954605
yes,21,0.15028272569179535
yes,21,0.07003536820411682
yes,21,0.06937184184789658
yes,21,0.0778815969824791
yes,21,0.0750923752784729
yes,21,0.05784167721867561
yes,21,0.11236649751663208
yes,21,0.04796921834349632
yes,21,0.19616104662418365
