epoch,avg_train_loss,avg_val_loss,avg_val_corr,run,lstm_attn,lstm_bidirectional,lstm_hiddensize,lstm_dropout,lstm_layers,elmo_layer,bert_layer,bert_large,embedding
0,1.0453678350895643,0.3846294529736042,0.5837198809490423,elmo_lstm_context,False,True,400,0.1,2,1,-1,False,elmo
1,0.6230349386110902,0.43748959377408025,0.6260160924616618,elmo_lstm_context,False,True,400,0.1,2,1,-1,False,elmo
2,0.413117060251534,0.4835361257195473,0.638529693592508,elmo_lstm_context,False,True,400,0.1,2,1,-1,False,elmo
3,0.28205376397818327,0.45199633613228796,0.653972858974468,elmo_lstm_context,False,True,400,0.1,2,1,-1,False,elmo
4,0.1891751390416175,0.4898020029067993,0.6521612160680021,elmo_lstm_context,False,True,400,0.1,2,1,-1,False,elmo
5,0.13134377039968967,0.49210057854652406,0.6420193575466016,elmo_lstm_context,False,True,400,0.1,2,1,-1,False,elmo
6,0.08143796348012984,0.4661971777677536,0.6533814648357479,elmo_lstm_context,False,True,400,0.1,2,1,-1,False,elmo
7,0.061326096020638945,0.49329891949892046,0.6458523770178358,elmo_lstm_context,False,True,400,0.1,2,1,-1,False,elmo
8,0.04444961510598659,0.48923598453402517,0.6633785374029851,elmo_lstm_context,False,True,400,0.1,2,1,-1,False,elmo
9,0.03456115972949192,0.4738605938851833,0.647370560089188,elmo_lstm_context,False,True,400,0.1,2,1,-1,False,elmo
10,0.03322824137285352,0.4787447638809681,0.6595171664746801,elmo_lstm_context,False,True,400,0.1,2,1,-1,False,elmo
11,0.03061113590374589,0.4726759344339371,0.6520714124235736,elmo_lstm_context,False,True,400,0.1,2,1,-1,False,elmo
12,0.028205409162910654,0.476080085337162,0.6619888091324242,elmo_lstm_context,False,True,400,0.1,2,1,-1,False,elmo
13,0.026339530263794587,0.4687676034867764,0.66028029628014,elmo_lstm_context,False,True,400,0.1,2,1,-1,False,elmo
14,0.02279793931520544,0.47247101217508314,0.6571300885297484,elmo_lstm_context,False,True,400,0.1,2,1,-1,False,elmo
15,0.02361077947425656,0.46013747677206995,0.6603656491932156,elmo_lstm_context,False,True,400,0.1,2,1,-1,False,elmo
16,0.023672691156389192,0.4790804393589497,0.6629193523872265,elmo_lstm_context,False,True,400,0.1,2,1,-1,False,elmo
17,0.02254577946732752,0.47833251133561133,0.6557477250121218,elmo_lstm_context,False,True,400,0.1,2,1,-1,False,elmo
18,0.022439961339114235,0.48068436682224275,0.6607097181546425,elmo_lstm_context,False,True,400,0.1,2,1,-1,False,elmo
19,0.020796531887026504,0.4742370925843716,0.6562941301809986,elmo_lstm_context,False,True,400,0.1,2,1,-1,False,elmo
